Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Anand,2018-05-31 16:20:23,00:46:18,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Fun Run (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:00,Not latest view,US (United States)
Anand,2018-05-31 05:21:10,00:04:13,Autoplayed: user action: Unspecified; ,Riverdale: Season 2: Chapter Thirty: The Noose Tightens (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:29,Not latest view,US (United States)
Anand,2018-05-31 05:17:05,00:01:49,,The Office (U.S.): Season 4: Fun Run (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:49,Not latest view,US (United States)
Anand,2018-05-31 04:32:27,00:44:23,,The Office (U.S.): Season 3: The Job (Episode 23),,Samsung 2016 Jazz-L UHD TV Smart TV,00:41:55,Not latest view,US (United States)
Anand,2018-05-31 04:04:55,00:27:28,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Beach Games (Episode 22),,Samsung 2016 Jazz-L UHD TV Smart TV,00:27:28,Not latest view,US (United States)
Anand,2018-05-31 03:02:13,00:28:59,,The Office (U.S.): Season 3: Women's Appreciation (Episode 21),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:59,Not latest view,US (United States)
Anand,2018-05-31 02:17:36,00:37:52,,The Office (U.S.): Season 3: Product Recall (Episode 20),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:15,Not latest view,US (United States)
Anand,2018-05-31 01:46:44,00:21:17,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Safety Training (Episode 19),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:17,Not latest view,US (United States)
Anand,2018-05-30 01:35:49,00:21:40,,Riverdale: Season 2: Chapter Thirty: The Noose Tightens (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:17,Not latest view,US (United States)
Anand,2018-05-30 00:53:43,00:42:02,Autoplayed: user action: Unspecified; ,Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors (Episode 16),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:02,00:42:02,US (United States)
Cow,2018-05-29 05:46:17,00:10:46,,13 Reasons Why: Season 2: The First Polaroid (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:10:46,Not latest view,IN (India)
Anand,2018-05-29 04:41:32,00:24:34,Autoplayed: user action: Unspecified; ,Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:23,00:42:23,US (United States)
Anand,2018-05-29 02:57:55,00:02:52,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Boob Job (Episode 16),,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:52,Not latest view,US (United States)
Anand,2018-05-29 02:39:57,00:17:50,Autoplayed: user action: None; ,Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:17:50,Not latest view,US (United States)
Guest,2018-05-29 02:18:29,00:16:30,Autoplayed: user action: Unspecified; ,Tig Notaro Happy To Be Here,,Samsung 2016 Jazz-L UHD TV Smart TV,00:16:30,00:16:30,US (United States)
Guest,2018-05-29 02:18:05,00:00:02,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Joey Speaks French (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:05:11,Not latest view,US (United States)
Anand,2018-05-28 23:25:54,00:41:25,,Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes (Episode 14),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:23,00:42:23,US (United States)
Anand,2018-05-28 22:31:15,00:41:40,,Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:22,00:42:22,US (United States)
Anand,2018-05-28 21:50:05,00:41:07,,Riverdale: Season 2: Chapter Twenty-Five: The Wicked and the Divine (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:41:59,00:41:59,US (United States)
Anand,2018-05-28 21:08:03,00:41:59,,Riverdale: Season 2: Chapter Twenty-Four: The Wrestler (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:41:59,00:41:59,US (United States)
Anand,2018-05-28 21:07:07,00:00:01,Autoplayed: user action: None; ,Riverdale: Season 1: Chapter One: The River's Edge (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:08,00:23:08,US (United States)
Anand,2018-05-28 20:29:26,00:30:08,Autoplayed: user action: Unspecified; ,The 40-Year-Old Virgin,,Samsung 2016 Jazz-L UHD TV Smart TV,01:53:45,01:53:45,US (United States)
Guest,2018-05-28 20:12:19,00:00:01,Autoplayed: user action: Unspecified; ,Tig Notaro Happy To Be Here,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,Not latest view,US (United States)
Guest,2018-05-28 20:10:38,00:00:04,Autoplayed: user action: None; ,Ibiza: Love Drunk,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Guest,2018-05-28 18:37:35,01:29:01,,Ibiza: Love Drunk,,Samsung 2016 Jazz-L UHD TV Smart TV,01:29:01,Not latest view,US (United States)
Anand,2018-05-28 16:29:16,00:29:08,,The Office (U.S.): Season 3: The Negotiation (Episode 18),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:32,Not latest view,US (United States)
Anand,2018-05-28 16:06:34,00:21:19,,The Office (U.S.): Season 3: Cocktails (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:19,Not latest view,US (United States)
Anand,2018-05-28 15:41:12,00:21:33,,The Office (U.S.): Season 3: Business School (Episode 16),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:47,Not latest view,US (United States)
Anand,2018-05-28 15:20:09,00:21:01,,The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:01,Not latest view,US (United States)
Anand,2018-05-28 14:11:54,00:28:07,,The Office (U.S.): Season 3: Ben Franklin (Episode 14),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:43,Not latest view,US (United States)
Anand,2018-05-28 13:32:13,00:32:17,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: The Return (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:26,Not latest view,US (United States)
Anand,2018-05-28 02:55:20,00:03:26,,The Office (U.S.): Season 3: The Return (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:03:52,Not latest view,US (United States)
Anand,2018-05-28 02:34:27,00:20:50,,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:03,Not latest view,US (United States)
Anand,2018-05-28 02:11:50,00:21:16,,The Office (U.S.): Season 3: Back from Vacation (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:16,Not latest view,US (United States)
Anand,2018-05-27 20:28:42,01:00:32,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:02,Not latest view,US (United States)
Anand,2018-05-27 20:07:44,00:20:55,,The Office (U.S.): Season 3: The Convict (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:55,Not latest view,US (United States)
Anand,2018-05-27 19:33:19,00:34:10,,The Office (U.S.): Season 3: The Merger (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:19,Not latest view,US (United States)
Anand,2018-05-27 19:02:52,00:30:18,,The Office (U.S.): Season 3: Branch Closing (Episode 7),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:45,Not latest view,US (United States)
Anand,2018-05-27 18:41:57,00:20:52,,The Office (U.S.): Season 3: Diwali (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:52,Not latest view,US (United States)
Anand,2018-05-27 18:21:07,00:20:47,,The Office (U.S.): Season 3: Initiation (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:47,Not latest view,US (United States)
Anand,2018-05-27 18:00:05,00:21:00,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:00,Not latest view,US (United States)
Anand,2018-05-27 17:39:17,00:20:45,,The Office (U.S.): Season 3: The Coup (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:45,Not latest view,US (United States)
Anand,2018-05-27 16:58:34,00:21:33,,The Office (U.S.): Season 3: The Convention (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:33,Not latest view,US (United States)
Anand,2018-05-27 16:48:41,00:09:46,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:41,Not latest view,US (United States)
Anand,2018-05-27 16:47:42,00:00:01,Autoplayed: user action: None; ,The Break with Michelle Wolf: Season 1: Strong Female Lead (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,00:00:01,US (United States)
Anand,2018-05-27 03:53:01,01:22:04,Autoplayed: user action: Unspecified; ,The 40-Year-Old Virgin,,Samsung 2016 Jazz-L UHD TV Smart TV,01:23:38,Not latest view,US (United States)
Anand,2018-05-27 03:46:46,00:01:35,Autoplayed: user action: Unspecified; ,The 40-Year-Old Virgin,,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:35,Not latest view,US (United States)
Anand,2018-05-26 22:48:39,00:11:20,,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:11:55,Not latest view,US (United States)
Anand,2018-05-26 22:23:49,00:22:02,,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:02,Not latest view,US (United States)
Anand,2018-05-26 21:47:13,00:28:21,,The Office (U.S.): Season 2: Casino Night (Episode 22),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:21,Not latest view,US (United States)
Anand,2018-05-26 21:26:19,00:20:51,,The Office (U.S.): Season 2: Conflict Resolution (Episode 21),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:51,Not latest view,US (United States)
Anand,2018-05-26 21:05:28,00:20:48,,The Office (U.S.): Season 2: Drug Testing (Episode 20),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:48,Not latest view,US (United States)
Anand,2018-05-26 20:44:43,00:20:42,,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:42,Not latest view,US (United States)
Anand,2018-05-26 20:23:39,00:20:58,,The Office (U.S.): Season 2: Take Your Daughter to Work Day (Episode 18),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:58,Not latest view,US (United States)
Anand,2018-05-26 20:07:35,00:15:56,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: Dwight's Speech (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:52,Not latest view,US (United States)
Anand,2018-05-26 16:45:26,00:14:06,,The Office (U.S.): Season 2: Dwight's Speech (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:04:57,Not latest view,US (United States)
Anand,2018-05-26 16:24:12,00:21:09,,The Office (U.S.): Season 2: Valentine's Day (Episode 16),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:09,Not latest view,US (United States)
Anand,2018-05-26 16:03:05,00:21:04,,The Office (U.S.): Season 2: Boys and Girls (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:04,Not latest view,US (United States)
Anand,2018-05-26 15:42:17,00:20:44,,The Office (U.S.): Season 2: The Carpet (Episode 14),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:44,Not latest view,US (United States)
Anand,2018-05-26 15:11:51,00:21:09,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: The Secret (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:09,Not latest view,US (United States)
Anand,2018-05-26 15:10:35,00:00:01,Autoplayed: user action: None; ,The Kingdom,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,00:00:01,US (United States)
Anand,2018-05-26 00:13:13,00:21:08,,The Office (U.S.): Season 2: The Injury (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:08,Not latest view,US (United States)
Anand,2018-05-25 23:52:26,00:20:45,,The Office (U.S.): Season 2: Booze Cruise (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:45,Not latest view,US (United States)
Anand,2018-05-25 23:31:02,00:21:21,,The Office (U.S.): Season 2: Christmas Party (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:21,Not latest view,US (United States)
Anand,2018-05-25 23:05:20,00:22:02,,The Office (U.S.): Season 2: Email Surveillance (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:02,Not latest view,US (United States)
Anand,2018-05-25 22:44:08,00:21:08,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: Performance Review (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:08,Not latest view,US (United States)
Anand,2018-05-25 02:05:33,00:21:31,,The Office (U.S.): Season 2: The Client (Episode 7),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:31,Not latest view,US (United States)
Anand,2018-05-25 01:43:46,00:21:44,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 2: The Fight (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:44,Not latest view,US (United States)
Anand,2018-05-25 00:39:20,00:21:52,,The Office (U.S.): Season 2: Halloween (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Anand,2018-05-25 00:18:04,00:21:13,,The Office (U.S.): Season 2: The Fire (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:13,Not latest view,US (United States)
Anand,2018-05-24 23:55:49,00:21:27,,The Office (U.S.): Season 2: Office Olympics (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:27,Not latest view,US (United States)
Anand,2018-05-24 23:34:44,00:21:02,,The Office (U.S.): Season 2: Sexual Harassment (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:32,00:21:32,US (United States)
Anand,2018-05-24 23:14:09,00:20:32,,The Office (U.S.): Season 2: The Dundies (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:32,Not latest view,US (United States)
Anand,2018-05-24 22:52:32,00:21:15,,The Office (U.S.): Season 1: Hot Girl (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:47,Not latest view,US (United States)
Anand,2018-05-24 22:23:25,00:19:25,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 1: Basketball (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:04,Not latest view,US (United States)
Anand,2018-05-24 03:23:41,00:02:07,,The Office (U.S.): Season 1: Basketball (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:39,Not latest view,US (United States)
Anand,2018-05-24 03:01:43,00:21:27,,The Office (U.S.): Season 1: The Alliance (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:59,Not latest view,US (United States)
Anand,2018-05-24 01:43:11,00:21:03,,The Office (U.S.): Season 1: Health Care (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:35,Not latest view,US (United States)
Anand,2018-05-24 01:15:13,00:20:49,,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:21,Not latest view,US (United States)
Anand,2018-05-24 00:46:31,00:25:53,,The Office (U.S.): Season 1: Pilot (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:56,Not latest view,US (United States)
Anand,2018-05-24 00:25:08,00:21:13,,The Office (U.S.): Season 5: The Surplus (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:25,Not latest view,US (United States)
Anand,2018-05-23 00:49:13,00:00:32,Autoplayed: user action: Unspecified; ,Steve Jobs: The Man in the Machine,,Samsung 2016 Jazz-L UHD TV Smart TV,00:05:08,00:05:08,US (United States)
Anand,2018-05-23 00:47:19,00:01:34,Autoplayed: user action: Unspecified; ,American Experience: Tesla,,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:34,00:01:34,US (United States)
Anand,2018-05-22 23:37:33,00:47:49,,Evil Genius: the True Story of America's Most Diabolical Bank Heist: Season 1: Part 4: The Confessions (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:47:49,00:47:49,US (United States)
Anand,2018-05-22 09:31:32,00:23:33,Autoplayed: user action: User_Interaction; ,American Experience: The Race Underground,,Netflix Chrome MAC (Cadmium) HTML 5,00:52:41,00:52:41,US (United States)
Anand,2018-05-22 09:31:32,00:23:31,,American Experience: The Race Underground,,Netflix Chrome MAC (Cadmium) HTML 5,00:52:39,Not latest view,US (United States)
Anand,2018-05-22 04:32:21,00:53:30,Autoplayed: user action: User_Interaction; ,American Experience: The Race Underground,,Netflix Chrome MAC (Cadmium) HTML 5,00:53:43,Not latest view,US (United States)
Guest,2018-05-18 18:28:36,00:43:07,Autoplayed: user action: Unspecified; ,Law & Order: Special Victims Unit: The Fifteenth Year: Surrender Benson (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:57,00:42:57,US (United States)
Guest,2018-05-18 17:41:44,00:23:00,Autoplayed: user action: Unspecified; ,Baby Daddy: Season 1: Pilot (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:00,00:23:00,US (United States)
Guest,2018-05-18 15:18:02,01:23:31,,Shrek,,Samsung 2016 Jazz-L UHD TV Smart TV,01:23:31,01:23:31,US (United States)
Cow,2018-05-18 10:01:55,00:41:48,,Designated Survivor: Season 2: Run (Episode 22),,iPad Pro 10.5-Inch (Wi-Fi),00:41:48,00:41:48,IN (India)
Guest,2018-05-18 05:31:10,00:04:44,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Joey Speaks French (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:05:10,Not latest view,US (United States)
Guest,2018-05-18 04:35:21,00:15:53,Autoplayed: user action: Unspecified; ,Ali Wong: Hard Knock Wife,,Samsung 2016 Jazz-L UHD TV Smart TV,00:27:30,00:27:30,US (United States)
Guest,2018-05-18 04:14:48,00:11:38,,Ali Wong: Hard Knock Wife,,Samsung 2016 Jazz-L UHD TV Smart TV,00:11:38,Not latest view,US (United States)
Cow,2018-05-17 05:19:01,00:38:51,,Ali Wong: Hard Knock Wife,,iPad Pro 10.5-Inch (Wi-Fi),01:04:05,01:04:05,IN (India)
Cow,2018-05-16 08:01:10,00:29:40,,Ali Wong: Hard Knock Wife,,iPad Pro 10.5-Inch (Wi-Fi),00:31:21,Not latest view,IN (India)
Cow,2018-05-16 07:59:14,00:01:41,,Ali Wong: Hard Knock Wife,,iPad Pro 10.5-Inch (Wi-Fi),00:01:41,Not latest view,IN (India)
Anand,2018-05-16 00:27:49,00:08:07,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Mugging (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:38,00:22:38,US (United States)
Anand,2018-05-16 00:23:38,00:00:33,Autoplayed: user action: Unspecified; ,"Comedians in Cars Getting Coffee: First Cup: Trevor Noah: That's The Whole Point Of Apartheid, Jerry (Episode 7)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:33,00:00:33,US (United States)
Anand,2018-05-15 23:57:50,00:18:45,Autoplayed: user action: Unspecified; ,Comedians in Cars Getting Coffee: First Cup: Sarah Jessica Parker: A Little Hyper-aware (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:19:51,00:19:51,US (United States)
Anand,2018-05-14 02:29:02,00:47:48,Autoplayed: user action: Unspecified; ,Meet the Trumps: From Immigrant to President,,Samsung 2016 Jazz-L UHD TV Smart TV,00:47:48,00:47:48,US (United States)
Anand,2018-05-14 02:26:17,00:01:07,Autoplayed: user action: Unspecified; ,Comedians in Cars Getting Coffee: First Cup: Sarah Jessica Parker: A Little Hyper-aware (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:07,Not latest view,US (United States)
Anand,2018-05-13 19:36:10,00:44:46,,Evil Genius: the True Story of America's Most Diabolical Bank Heist: Season 1: Part 3: The Suspects (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:44:50,00:44:50,US (United States)
Anand,2018-05-13 18:32:10,01:02:38,,Evil Genius: the True Story of America's Most Diabolical Bank Heist: Season 1: Part 2: The Frozen Body (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:52:52,00:52:52,US (United States)
Anand,2018-05-13 18:31:29,00:00:38,,Evil Genius: the True Story of America's Most Diabolical Bank Heist: Season 1: Part 1: The Heist (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:44:49,00:44:49,US (United States)
Anand,2018-05-13 17:20:39,00:44:13,,Evil Genius: the True Story of America's Most Diabolical Bank Heist: Season 1: Part 1: The Heist (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:44:13,Not latest view,US (United States)
Anand,2018-05-13 03:10:16,00:00:07,Autoplayed: user action: User_Interaction; ,Doctor Strange,,Netflix Chrome MAC (Cadmium) HTML 5,00:03:17,00:03:17,US (United States)
Anand,2018-05-13 03:10:02,00:00:05,Autoplayed: user action: User_Interaction; ,Up in the Air,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Cow,2018-05-11 16:06:12,00:42:09,,Designated Survivor: Season 2: Target (Episode 21),,iPad Pro 10.5-Inch (Wi-Fi),00:42:09,00:42:09,IN (India)
Guest,2018-05-11 03:54:06,00:28:47,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Phoebe's Wedding (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:27,00:29:27,US (United States)
Guest,2018-05-11 03:54:00,00:00:01,,Friends: Season 10: The One with Phoebe's Wedding (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,Not latest view,US (United States)
Guest,2018-05-10 23:59:41,00:26:49,,Friends: Season 10: The One Where the Stripper Cries (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:27:30,00:27:30,US (United States)
Guest,2018-05-10 23:25:43,00:22:26,,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:55,00:22:55,US (United States)
Guest,2018-05-10 22:57:00,00:24:21,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with the Birth Mother (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:51,00:24:51,US (United States)
Guest,2018-05-10 03:17:09,00:22:24,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:58,00:22:58,US (United States)
Guest,2018-05-10 02:39:01,00:22:41,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with The Home Study (Episode 7),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:11,00:23:11,US (United States)
Guest,2018-05-09 23:47:42,00:24:22,,Friends: Season 10: The One with Ross's Grant (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:22,00:24:22,US (United States)
Guest,2018-05-09 23:11:14,00:27:31,,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:12,00:28:12,US (United States)
Guest,2018-05-09 22:46:08,00:22:26,,Friends: Season 10: The One with the Cake (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:55,00:22:55,US (United States)
Guest,2018-05-09 22:22:39,00:23:26,,Friends: Season 10: The One with Ross's Tan (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:07,00:24:07,US (United States)
Guest,2018-05-09 21:59:14,00:23:22,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One Where Ross Is Fine (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:52,00:23:52,US (United States)
Guest,2018-05-09 03:50:48,00:28:30,,Friends: Season 10: The One After Joey and Rachel Kiss (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:29:10,00:29:10,US (United States)
Guest,2018-05-09 03:22:10,00:20:06,,Friends: Season 9: The One in Barbados: Part 2 (Episode 24),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:36,00:20:36,US (United States)
Guest,2018-05-09 03:01:53,00:20:08,,Friends: Season 9: The One in Barbados: Part 1 (Episode 23),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:39,00:20:39,US (United States)
Guest,2018-05-09 02:19:02,00:24:02,,Friends: Season 9: The One with the Donor (Episode 22),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:34,00:24:34,US (United States)
Guest,2018-05-09 01:51:48,00:26:59,,Friends: Season 9: The One with the Fertility Test (Episode 21),,Samsung 2016 Jazz-L UHD TV Smart TV,00:26:59,Not latest view,US (United States)
Guest,2018-05-09 01:24:04,00:23:24,,Friends: Season 9: The One with the Soap Opera Party (Episode 20),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:53,Not latest view,US (United States)
Guest,2018-05-09 00:11:56,00:00:01,,Friends: Season 9: The One with the Soap Opera Party (Episode 20),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,Not latest view,US (United States)
Guest,2018-05-08 23:48:16,00:23:37,,Friends: Season 9: The One with Rachel's Dream (Episode 19),,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:08,Not latest view,US (United States)
Guest,2018-05-08 23:26:15,00:21:58,,Friends: Season 9: The One with the Lottery (Episode 18),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:37,Not latest view,US (United States)
Guest,2018-05-08 23:01:24,00:23:21,,Friends: Season 9: The One with the Memorial Service (Episode 17),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:49,Not latest view,US (United States)
Guest,2018-05-08 22:36:47,00:22:36,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Boob Job (Episode 16),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:06,Not latest view,US (United States)
Guest,2018-05-08 13:24:10,00:22:28,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Mugging (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:37,00:22:37,US (United States)
Cow,2018-05-07 10:33:07,00:12:37,,Suits: Season 3: Shadow of a Doubt (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:30:42,00:30:42,IN (India)
Cow,2018-05-07 10:28:30,00:03:18,,Suits: Season 3: Shadow of a Doubt (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:18:05,Not latest view,IN (India)
Cow,2018-05-06 18:14:21,00:13:49,,Suits: Season 3: Shadow of a Doubt (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:14:57,Not latest view,IN (India)
Cow,2018-05-06 17:56:39,00:17:37,,Suits: Season 3: Conflict of Interest (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:42:30,00:42:30,IN (India)
Guest,2018-05-06 14:38:09,01:21:07,Autoplayed: user action: Unspecified; ,Shrek,,Samsung 2016 Jazz-L UHD TV Smart TV,01:21:07,Not latest view,US (United States)
Cow,2018-05-06 09:07:49,00:24:02,,Suits: Season 3: Conflict of Interest (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:24:53,Not latest view,IN (India)
